review_id,rating,entity_text,entity_label,entity_description
1042,2,Heart,ORG,"Companies, agencies, institutions, etc."
1042,2,years,DATE,Absolute or relative dates or periods
1043,1,Wilson,ORG,"Companies, agencies, institutions, etc."
1043,1,Heart,ORG,"Companies, agencies, institutions, etc."
1043,1,the 1980s,DATE,Absolute or relative dates or periods
1043,1,Nancy,PERSON,"People, including fictional"
1043,1,Howard,PERSON,"People, including fictional"
1043,1,today,DATE,Absolute or relative dates or periods
1044,2,Capitol,ORG,"Companies, agencies, institutions, etc."
1044,2,Capitol Records,ORG,"Companies, agencies, institutions, etc."
1044,2,1976,DATE,Absolute or relative dates or periods
1044,2,Epic,ORG,"Companies, agencies, institutions, etc."
1044,2,Epic,ORG,"Companies, agencies, institutions, etc."
1044,2,"1983,following",CARDINAL,Numerals that do not fall under another type
1044,2,Mark Andes,PERSON,"People, including fictional"
1044,2,Firefall,WORK_OF_ART,"Titles of books, songs, etc."
1044,2,LOVE,ORG,"Companies, agencies, institutions, etc."
1044,2,Starship,PERSON,"People, including fictional"
1044,2,Grace Slick,PERSON,"People, including fictional"
1044,2,NEVER,ORG,"Companies, agencies, institutions, etc."
1045,2,all these years,DATE,Absolute or relative dates or periods
1045,2,'70s,DATE,Absolute or relative dates or periods
1045,2,the early '80s,DATE,Absolute or relative dates or periods
1045,2,"1985,they",CARDINAL,Numerals that do not fall under another type
1045,2,4,CARDINAL,Numerals that do not fall under another type
1045,2,10,CARDINAL,Numerals that do not fall under another type
1045,2,"love(#10),never(#4),these",NORP,Nationalities or religious or political groups
1045,2,1,MONEY,"Monetary values, including unit"
1045,2,millions,CARDINAL,Numerals that do not fall under another type
1045,2,ed wilson,PERSON,"People, including fictional"
1046,2,MTV,ORG,"Companies, agencies, institutions, etc."
1046,2,Heart,ORG,"Companies, agencies, institutions, etc."
1046,2,MTV,ORG,"Companies, agencies, institutions, etc."
1046,2,four,CARDINAL,Numerals that do not fall under another type
1046,2,Nancy Wilson,PERSON,"People, including fictional"
1046,2,Ann,PERSON,"People, including fictional"
1046,2,MTV,ORG,"Companies, agencies, institutions, etc."
1046,2,Heart,PERSON,"People, including fictional"
1046,2,80,DATE,Absolute or relative dates or periods
1046,2,Wolf,PERSON,"People, including fictional"
1046,2,Shell Shock',ORG,"Companies, agencies, institutions, etc."
1048,2,80's].Not,ORG,"Companies, agencies, institutions, etc."
1048,2,5,CARDINAL,Numerals that do not fall under another type
1048,2,YA GIRLS!ROCK ON,PERSON,"People, including fictional"
1048,2,P.S.,GPE,"Countries, cities, states"
1050,1,THE MAIN CHARACTER'S,ORG,"Companies, agencies, institutions, etc."
1050,1,AUTHORS,PERSON,"People, including fictional"
1051,2,one,CARDINAL,Numerals that do not fall under another type
1051,2,the Leopard Lord,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
1051,2,Farris,ORG,"Companies, agencies, institutions, etc."
1051,2,two,CARDINAL,Numerals that do not fall under another type
1051,2,Ms Morland's,PERSON,"People, including fictional"
1052,2,Leopard Lord,PERSON,"People, including fictional"
1052,2,Farris,ORG,"Companies, agencies, institutions, etc."
1052,2,Farris,ORG,"Companies, agencies, institutions, etc."
1053,2,Sword and Shackel Is my fav,WORK_OF_ART,"Titles of books, songs, etc."
1053,2,Personaly,GPE,"Countries, cities, states"
1053,2,one,CARDINAL,Numerals that do not fall under another type
1053,2,Farris,ORG,"Companies, agencies, institutions, etc."
1053,2,writtin,ORG,"Companies, agencies, institutions, etc."
1053,2,Alanna,PERSON,"People, including fictional"
1053,2,Farris,ORG,"Companies, agencies, institutions, etc."
1053,2,Bantam,PERSON,"People, including fictional"
1054,2,the first half,DATE,Absolute or relative dates or periods
1055,1,3 weeks ago,DATE,Absolute or relative dates or periods
1055,1,4,CARDINAL,Numerals that do not fall under another type
1055,1,LOVE,ORG,"Companies, agencies, institutions, etc."
1056,2,Kraftwerk,PERSON,"People, including fictional"
1056,2,Daft Punk,ORG,"Companies, agencies, institutions, etc."
1056,2,two,CARDINAL,Numerals that do not fall under another type
1056,2,95,CARDINAL,Numerals that do not fall under another type
1056,2,the preset day,DATE,Absolute or relative dates or periods
1056,2,Beethoven Sonata,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
1056,2,Chopin,GPE,"Countries, cities, states"
1056,2,GLADLY,ORG,"Companies, agencies, institutions, etc."
1056,2,Hawtin,GPE,"Countries, cities, states"
1057,2,20 years,DATE,Absolute or relative dates or periods
1057,2,Detroit,GPE,"Countries, cities, states"
1057,2,the late 80's,DATE,Absolute or relative dates or periods
1057,2,Richie Hawtin,PERSON,"People, including fictional"
1058,1,Genre,GPE,"Countries, cities, states"
1058,1,28,CARDINAL,Numerals that do not fall under another type
1058,1,Just one long 75 minute,CARDINAL,Numerals that do not fall under another type
1058,1,Hawtin,PERSON,"People, including fictional"
1059,1,The Velcro or Hook,ORG,"Companies, agencies, institutions, etc."
1059,1,un,ORG,"Companies, agencies, institutions, etc."
1059,1,McGuire-Nicholas,ORG,"Companies, agencies, institutions, etc."
1060,2,Duke Robillard,PERSON,"People, including fictional"
1060,2,Avalon,WORK_OF_ART,"Titles of books, songs, etc."
1060,2,Herb Ellis,PERSON,"People, including fictional"
1061,2,Easin,PERSON,"People, including fictional"
1061,2,Herb Ellis,PERSON,"People, including fictional"
1062,2,One,CARDINAL,Numerals that do not fall under another type
1062,2,Herb Ellis,PERSON,"People, including fictional"
1062,2,Duke Roubillard,PERSON,"People, including fictional"
1062,2,three,CARDINAL,Numerals that do not fall under another type
1062,2,Roubillard,ORG,"Companies, agencies, institutions, etc."
1062,2,four,CARDINAL,Numerals that do not fall under another type
1062,2,You'll,PERSON,"People, including fictional"
1062,2,Great Guitar,ORG,"Companies, agencies, institutions, etc."
1062,2,past years,DATE,Absolute or relative dates or periods
1063,2,Robillard,LOC,"Non-GPE locations, mountain ranges, bodies of water"
1063,2,Duke Robillard,PERSON,"People, including fictional"
1063,2,one,CARDINAL,Numerals that do not fall under another type
1063,2,Albert Collins,PERSON,"People, including fictional"
1063,2,Magic Sam,PERSON,"People, including fictional"
1063,2,Charlie Christian - He,PERSON,"People, including fictional"
1063,2,Jim Hall,PERSON,"People, including fictional"
1063,2,4,CARDINAL,Numerals that do not fall under another type
1063,2,5,CARDINAL,Numerals that do not fall under another type
1064,2,"""Bull Durham",WORK_OF_ART,"Titles of books, songs, etc."
1065,2,Charlie Brown Christmas VHS,PERSON,"People, including fictional"
1065,2,This Charlie Brown VHS,ORG,"Companies, agencies, institutions, etc."
1065,2,Charlie,PERSON,"People, including fictional"
1065,2,Charlie,PERSON,"People, including fictional"
1065,2,Charlie Christmas Special,EVENT,"Named hurricanes, battles, wars, sports events, etc."
1066,2,Oldie,ORG,"Companies, agencies, institutions, etc."
1066,2,Goodie,PERSON,"People, including fictional"
1066,2,20 minutes,TIME,Times smaller than a day
1067,2,Christmas,DATE,Absolute or relative dates or periods
1067,2,Charlie Brown Christmas,PERSON,"People, including fictional"
1067,2,Christmas,DATE,Absolute or relative dates or periods
1067,2,Linus,ORG,"Companies, agencies, institutions, etc."
1067,2,Charlie Brown,PERSON,"People, including fictional"
1067,2,Christmas,DATE,Absolute or relative dates or periods
1067,2,Christmas,DATE,Absolute or relative dates or periods
1067,2,Christmas,DATE,Absolute or relative dates or periods
1067,2,Christ,ORG,"Companies, agencies, institutions, etc."
1067,2,Charlie Brown,PERSON,"People, including fictional"
1069,1,first,ORDINAL,"""first"", ""second"", etc."
1069,1,Christmas,DATE,Absolute or relative dates or periods
1069,1,Christmas,DATE,Absolute or relative dates or periods
1069,1,five,CARDINAL,Numerals that do not fall under another type
1069,1,one,CARDINAL,Numerals that do not fall under another type
1069,1,2008,DATE,Absolute or relative dates or periods
1069,1,Warner Bros.,ORG,"Companies, agencies, institutions, etc."
1070,2,Schultz,PERSON,"People, including fictional"
1070,2,Charlie Brown Christmas,PERSON,"People, including fictional"
1070,2,REALLY,ORG,"Companies, agencies, institutions, etc."
1072,2,Charlie Brown,PERSON,"People, including fictional"
1073,2,Charlie Brown,PERSON,"People, including fictional"
1073,2,years,DATE,Absolute or relative dates or periods
1073,2,second,ORDINAL,"""first"", ""second"", etc."
1073,2,christmas,DATE,Absolute or relative dates or periods
1073,2,first,ORDINAL,"""first"", ""second"", etc."
1073,2,future holiday seasons,DATE,Absolute or relative dates or periods
1074,2,Christmas,DATE,Absolute or relative dates or periods
1074,2,one,CARDINAL,Numerals that do not fall under another type
1074,2,Charlie Brown's,PERSON,"People, including fictional"
1074,2,Christmas,DATE,Absolute or relative dates or periods
1074,2,Christmas,DATE,Absolute or relative dates or periods
1074,2,today,DATE,Absolute or relative dates or periods
1074,2,3D,ORG,"Companies, agencies, institutions, etc."
1074,2,Vince Giraldi's,PERSON,"People, including fictional"
1075,2,Christmas,DATE,Absolute or relative dates or periods
1075,2,Charlie Brown,PERSON,"People, including fictional"
1075,2,A Charlie Brown Christmas,WORK_OF_ART,"Titles of books, songs, etc."
1075,2,Charlie Brown,PERSON,"People, including fictional"
1075,2,Christmas,DATE,Absolute or relative dates or periods
1075,2,Snoopy,PERSON,"People, including fictional"
1075,2,Lucy,PERSON,"People, including fictional"
1075,2,Christmas,DATE,Absolute or relative dates or periods
1076,2,Christmas,DATE,Absolute or relative dates or periods
1076,2,Christmas morning,TIME,Times smaller than a day
1077,2,years,DATE,Absolute or relative dates or periods
1077,2,Charlie Brown Christmas,PERSON,"People, including fictional"
1077,2,this year,DATE,Absolute or relative dates or periods
1077,2,summer,DATE,Absolute or relative dates or periods
1078,2,Christmas,DATE,Absolute or relative dates or periods
1078,2,Christmas,DATE,Absolute or relative dates or periods
1078,2,Charlie Brown,WORK_OF_ART,"Titles of books, songs, etc."
1078,2,Christmas,DATE,Absolute or relative dates or periods
1078,2,Christmas,DATE,Absolute or relative dates or periods
1079,2,Charlie Brown,PERSON,"People, including fictional"
1079,2,A Charlie Brown Christmas,WORK_OF_ART,"Titles of books, songs, etc."
1080,2,Charlie Brown,PERSON,"People, including fictional"
1080,2,Snoopy,PERSON,"People, including fictional"
1083,1,just 1,CARDINAL,Numerals that do not fall under another type
1083,1,1,CARDINAL,Numerals that do not fall under another type
1083,1,1,CARDINAL,Numerals that do not fall under another type
1083,1,more than 10,CARDINAL,Numerals that do not fall under another type
1083,1,one,CARDINAL,Numerals that do not fall under another type
1083,1,10,CARDINAL,Numerals that do not fall under another type
1084,1,50,CARDINAL,Numerals that do not fall under another type
1084,1,Paramount,ORG,"Companies, agencies, institutions, etc."
1084,1,first,ORDINAL,"""first"", ""second"", etc."
1084,1,11,CARDINAL,Numerals that do not fall under another type
1084,1,12,CARDINAL,Numerals that do not fall under another type
1084,1,one,CARDINAL,Numerals that do not fall under another type
1084,1,American,NORP,Nationalities or religious or political groups
1084,1,29.99,CARDINAL,Numerals that do not fall under another type
1084,1,ONE 25 minute,TIME,Times smaller than a day
1084,1,one 12 minute,TIME,Times smaller than a day
1084,1,Christmas,DATE,Absolute or relative dates or periods
1084,1,20 years,DATE,Absolute or relative dates or periods
1085,2,Charlie Brown,PERSON,"People, including fictional"
1085,2,CB,ORG,"Companies, agencies, institutions, etc."
1085,2,Charlie Brown,PERSON,"People, including fictional"
1085,2,Christmas,DATE,Absolute or relative dates or periods
1086,2,Charlie Brown,PERSON,"People, including fictional"
1086,2,Charlie Brown Christmas,PERSON,"People, including fictional"
1086,2,the holiday season,DATE,Absolute or relative dates or periods
1086,2,Charlie Brown,PERSON,"People, including fictional"
1087,2,Christmas,DATE,Absolute or relative dates or periods
1087,2,three,CARDINAL,Numerals that do not fall under another type
1087,2,Charles Shultz,PERSON,"People, including fictional"
1087,2,Charlie Brown,PERSON,"People, including fictional"
1087,2,Linus,ORG,"Companies, agencies, institutions, etc."
1087,2,Jesus,PERSON,"People, including fictional"
1087,2,Christmas,DATE,Absolute or relative dates or periods
1087,2,Christians,NORP,Nationalities or religious or political groups
1087,2,today,DATE,Absolute or relative dates or periods
1087,2,the holidays,DATE,Absolute or relative dates or periods
1087,2,Charlie Brown,PERSON,"People, including fictional"
1088,2,Withstands the Passage of Time:,ORG,"Companies, agencies, institutions, etc."
1088,2,this year,DATE,Absolute or relative dates or periods
1088,2,the very first year,DATE,Absolute or relative dates or periods
1088,2,last night,TIME,Times smaller than a day
1088,2,the first years,DATE,Absolute or relative dates or periods
1088,2,Kindle,GPE,"Countries, cities, states"
1088,2,first,ORDINAL,"""first"", ""second"", etc."
1089,2,Merry Christmas,PERSON,"People, including fictional"
1089,2,Charlie Brown,PERSON,"People, including fictional"
1089,2,One,CARDINAL,Numerals that do not fall under another type
1089,2,Christmas,DATE,Absolute or relative dates or periods
1089,2,Christmas,DATE,Absolute or relative dates or periods
1090,2,Great Christmas Classic,EVENT,"Named hurricanes, battles, wars, sports events, etc."
1092,2,Charlie Brown,PERSON,"People, including fictional"
1093,2,the week,DATE,Absolute or relative dates or periods
1093,2,Thanksgiving,DATE,Absolute or relative dates or periods
1093,2,Christmas,DATE,Absolute or relative dates or periods
1093,2,one,CARDINAL,Numerals that do not fall under another type
1093,2,each year,DATE,Absolute or relative dates or periods
1093,2,Christmas,DATE,Absolute or relative dates or periods
1094,1,Digital Copy,WORK_OF_ART,"Titles of books, songs, etc."
1094,1,iPod,ORG,"Companies, agencies, institutions, etc."
1094,1,Macs,PERSON,"People, including fictional"
1094,1,Windows Media,LOC,"Non-GPE locations, mountain ranges, bodies of water"
1094,1,Classic,PRODUCT,"Objects, vehicles, foods, etc. (not services)"
1094,1,Windows Media,NORP,Nationalities or religious or political groups
